Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-09,North Wales Police,CRW04,0,0,0,3,6,2,2,0,0,0,1
2012-09,North Wales Police,FSW30,2,0,2,1,4,0,1,0,0,0,1
2012-09,North Wales Police,FSW31,1,0,0,1,7,2,0,3,0,0,0
2012-09,North Wales Police,CRW09,0,0,1,7,9,3,0,5,1,0,1
2012-09,North Wales Police,CRW08,0,0,1,2,12,4,2,2,0,0,0
2012-09,North Wales Police,FSW12,2,0,0,3,22,6,0,1,0,1,1
2012-09,North Wales Police,WXW10,1,0,0,6,17,6,0,2,0,1,0
2012-09,North Wales Police,CRW24,0,0,0,1,5,2,0,0,0,0,0
2012-09,North Wales Police,CRW27,1,0,1,0,3,1,0,0,1,0,0
2012-09,North Wales Police,FSW11,0,0,1,0,4,1,1,4,0,0,0
2012-09,North Wales Police,YMW37,0,0,0,3,1,0,0,0,0,0,0
2012-09,North Wales Police,FSW16,2,0,0,5,11,2,1,1,2,0,0
2012-09,North Wales Police,YMW28,1,0,0,5,2,0,2,0,0,0,0
2012-09,North Wales Police,WRW26,1,0,0,1,1,0,0,0,0,0,0
2012-09,North Wales Police,YMW11,2,0,1,1,1,1,0,2,0,0,0
2012-09,North Wales Police,FSW17,3,0,1,5,18,2,0,5,0,1,0
